business_id,business_category,business_age_months,data_confidence_level,history_start_month,monthly_revenue_m1,ussd_transaction_count_m1,mobile_money_frequency_m1,airtime_topup_regularity_m1,card_payment_volume_m1,settlement_consistency_m1,refund_rate_m1,monthly_revenue_m2,ussd_transaction_count_m2,mobile_money_frequency_m2,airtime_topup_regularity_m2,card_payment_volume_m2,settlement_consistency_m2,refund_rate_m2,monthly_revenue_m3,ussd_transaction_count_m3,mobile_money_frequency_m3,airtime_topup_regularity_m3,card_payment_volume_m3,settlement_consistency_m3,refund_rate_m3,monthly_revenue_m4,ussd_transaction_count_m4,mobile_money_frequency_m4,airtime_topup_regularity_m4,card_payment_volume_m4,settlement_consistency_m4,refund_rate_m4,monthly_revenue_m5,ussd_transaction_count_m5,mobile_money_frequency_m5,airtime_topup_regularity_m5,card_payment_volume_m5,settlement_consistency_m5,refund_rate_m5,monthly_revenue_m6,ussd_transaction_count_m6,mobile_money_frequency_m6,airtime_topup_regularity_m6,card_payment_volume_m6,settlement_consistency_m6,refund_rate_m6
NG-SME-04847,retail,44,high,6,913356.49,378,119,0.724,19,0.5,2.29,882195.53,305,153,0.783,30,2.6,2.66,777462.94,312,119,0.749,15,0.5,3.78,611210.39,278,110,0.667,13,1.4,1.44,789904.81,334,74,0.845,16,1.5,2.59,748176.87,335,132,0.764,20,0.5,2.33
NG-SME-04848,food,39,high,7,405211.26,175,230,0.75,25,1.3,1.16,366638.18,179,168,0.772,28,0.8,0.99,312076.07,113,148,0.662,13,1.1,1.07,339430.65,131,192,0.655,27,1.0,2.25,382608.48,148,214,0.509,30,0.7,2.33,406257.92,210,253,0.531,31,0.7,2.09
NG-SME-04849,retail,11,medium,3,835756.4,167,94,0.694,3,3.5,4.36,1038176.17,157,100,0.702,6,3.0,3.21,827354.87,155,65,0.737,4,3.6,3.46,1044214.86,162,97,0.867,5,3.7,2.09,1057569.65,178,106,0.832,5,4.5,2.9,754201.78,129,98,0.806,4,3.1,2.32
NG-SME-04850,food,104,high,9,174319.48,197,176,0.625,25,2.3,3.16,195914.29,131,209,0.574,27,3.4,3.01,221184.65,296,291,0.565,43,2.8,2.51,368559.24,272,320,0.637,28,3.0,0.0,208508.82,188,181,0.6,23,2.4,2.16,241570.1,184,225,0.653,27,3.2,1.26
NG-SME-04851,retail,65,high,7,739808.93,375,110,0.794,52,2.3,3.96,684577.46,317,87,0.647,29,2.7,3.06,498762.84,251,60,0.791,38,1.6,1.35,727509.76,288,105,0.538,24,2.0,1.67,752833.86,313,62,0.729,41,2.1,2.16,861510.44,365,100,0.848,41,2.2,1.51
NG-SME-04852,food,46,high,2,346020.22,220,65,0.658,22,2.7,2.87,304965.95,212,63,0.667,15,1.0,3.45,434328.92,196,65,0.71,31,1.7,1.38,424856.86,213,62,0.671,19,2.9,1.05,497651.24,287,65,0.738,29,2.7,1.09,515243.34,347,80,0.552,26,2.1,2.14
NG-SME-04853,retail,14,high,8,508493.22,209,65,0.787,21,2.2,4.18,398214.46,164,70,0.719,20,2.3,2.65,496982.93,233,69,0.627,22,2.3,2.66,554121.02,242,100,0.652,24,1.5,2.9,463855.89,284,85,0.769,35,3.1,2.55,374612.88,179,61,0.68,14,1.6,3.18
NG-SME-04854,services,33,high,7,1000344.09,115,121,0.618,36,3.0,2.29,868855.41,87,76,0.368,25,2.7,2.52,754918.71,100,77,0.252,25,3.6,4.08,824149.69,99,86,0.547,34,3.3,3.03,1009676.97,150,114,0.385,45,2.9,5.0,1128193.08,128,124,0.407,35,2.9,3.51
NG-SME-04855,retail,41,high,2,722614.97,144,190,0.643,21,0.5,3.02,641300.66,126,255,0.724,36,0.5,3.16,757940.2,148,244,0.884,38,0.9,1.75,768050.32,118,271,0.792,26,1.3,2.37,830418.29,159,259,0.822,21,0.6,1.87,892846.3,120,283,0.75,23,1.2,3.35
NG-SME-04856,retail,51,high,10,729609.67,272,184,0.863,17,1.0,2.63,695224.63,317,181,0.994,20,0.7,1.23,759658.32,454,236,0.783,31,0.8,2.43,565038.59,253,151,0.629,20,0.9,3.09,527916.26,265,149,0.644,18,1.5,1.92,675883.68,311,186,0.594,20,1.4,3.51
NG-SME-04857,retail,23,high,12,535333.66,267,125,0.884,26,1.6,2.3,289312.47,181,88,0.547,18,1.6,2.2,329370.16,166,110,0.782,7,2.1,2.43,411777.55,183,111,0.87,16,2.2,2.61,451789.46,228,106,0.695,17,2.5,2.98,400711.71,174,94,0.713,15,2.1,3.55
NG-SME-04858,retail,113,high,7,955764.53,294,200,0.886,24,3.1,1.32,843051.78,221,155,0.801,27,3.4,2.01,789649.58,198,140,0.686,17,2.6,3.66,780957.83,220,147,0.739,23,2.5,3.25,1043931.73,231,146,0.841,19,2.4,2.89,916170.46,326,186,0.781,32,3.3,3.04
NG-SME-04859,retail,40,high,12,467160.93,274,128,0.725,32,0.6,1.74,284849.87,165,65,0.628,16,0.7,2.85,336609.33,220,76,0.733,18,0.8,2.96,409782.61,210,60,0.734,15,0.9,2.0,462996.76,207,96,0.64,23,1.7,1.53,382311.73,285,93,0.779,19,0.6,3.55
NG-SME-04860,food,25,high,11,390056.42,161,291,0.59,29,0.6,2.54,549281.22,167,249,0.792,40,1.2,1.81,306329.48,113,165,0.67,23,0.7,1.89,362528.87,164,206,0.757,22,1.2,1.61,335654.98,180,302,0.766,35,1.3,2.67,394052.27,161,287,0.599,29,0.6,1.89
NG-SME-04861,food,32,high,12,660812.81,500,91,0.66,17,2.0,0.75,401311.14,314,42,0.585,16,1.6,1.89,517672.88,329,66,0.608,16,2.4,1.86,485485.29,356,58,0.754,20,1.7,1.57,620167.25,313,48,0.798,22,2.7,3.33,423072.47,347,66,0.627,18,2.1,3.63
NG-SME-04862,retail,39,high,11,892503.2,370,214,0.703,36,1.0,2.14,1087223.08,481,201,0.816,32,1.9,2.2,619663.83,275,143,0.706,22,2.9,4.03,745692.67,291,132,0.824,38,2.4,3.12,743657.28,322,178,0.862,30,2.4,2.7,795767.56,326,225,0.667,44,2.6,2.44
NG-SME-04863,food,15,high,1,154824.8,176,83,0.542,12,2.8,0.85,205011.18,203,115,0.649,16,1.5,2.61,191146.15,201,133,0.455,15,1.3,2.12,199755.66,216,96,0.608,12,2.8,1.41,195096.62,211,127,0.753,11,1.7,1.89,184342.93,233,127,0.525,12,2.0,2.45
NG-SME-04864,services,16,high,6,365458.35,322,125,0.407,34,2.6,4.2,498424.48,267,154,0.105,45,2.6,3.68,311460.89,205,114,0.485,27,3.7,3.55,301665.5,193,88,0.445,27,2.4,2.16,337145.48,243,112,0.338,44,2.9,3.31,354835.74,253,131,0.437,46,3.1,3.1
NG-SME-04865,food,15,high,2,464264.04,351,99,0.691,5,2.8,1.24,511624.93,359,132,0.705,3,3.1,3.24,525526.53,351,117,0.498,4,2.9,3.13,364908.88,364,74,0.483,3,2.5,1.56,545930.96,419,151,0.665,9,2.7,3.31,461678.32,464,115,0.732,5,2.8,0.94
NG-SME-04866,food,13,high,12,508479.32,317,215,0.691,8,3.0,2.15,318487.44,174,162,0.621,6,1.6,1.83,396358.95,272,153,0.642,5,2.2,0.96,431420.01,221,156,0.728,6,1.7,1.38,439631.35,267,246,0.541,5,1.5,2.29,381668.94,253,223,0.59,5,1.6,2.51
NG-SME-04867,retail,19,high,2,823567.04,212,133,0.562,29,1.0,2.22,959371.5,172,157,0.685,26,0.9,2.73,849331.76,186,169,0.703,23,0.8,1.79,833579.83,179,163,0.786,25,0.5,2.86,829833.76,248,172,0.651,36,1.0,1.26,1058358.18,245,201,0.612,29,1.2,2.69
NG-SME-04868,food,15,high,7,438478.78,339,154,0.649,27,0.5,0.13,282577.07,306,161,0.523,28,0.6,1.35,247113.61,294,146,0.517,18,0.5,1.68,301323.44,229,147,0.622,29,0.6,1.18,394383.81,277,177,0.723,31,0.7,1.91,405607.67,338,173,0.635,26,0.5,1.67
NG-SME-04869,services,11,medium,2,732544.68,119,108,0.523,3,1.5,4.43,673798.76,125,99,0.544,1,0.8,2.92,901428.17,96,105,0.577,5,1.3,4.06,627177.63,100,92,0.572,2,1.2,4.33,1032919.95,118,116,0.477,4,0.9,2.24,811330.58,157,133,0.489,4,0.5,3.54
NG-SME-04870,food,17,high,4,457196.07,392,192,0.542,34,1.2,1.92,426287.16,310,225,0.629,37,1.0,2.94,460568.24,333,166,0.548,32,1.8,2.19,649583.64,419,185,0.581,30,0.5,1.28,413370.39,348,226,0.734,41,0.9,2.67,354618.29,295,143,0.555,23,1.5,2.1
NG-SME-04871,transport,3,low,11,277692.42,285,82,1.0,41,0.5,1.53,368362.46,218,135,0.836,60,1.4,1.97,185639.05,189,69,0.87,23,1.7,1.64,169286.25,220,90,0.957,43,1.2,1.26,233875.29,226,104,0.923,33,1.5,0.51,261699.34,243,81,0.923,38,0.5,2.79
NG-SME-04872,food,24,high,9,118859.84,302,50,0.743,3,2.1,2.38,165613.05,400,45,0.766,4,1.7,2.18,186917.46,286,71,0.535,6,2.1,3.88,187897.6,444,83,0.546,6,2.1,2.53,151117.18,288,54,0.598,3,1.9,2.06,146719.57,332,63,0.678,4,1.8,0.93
NG-SME-04873,retail,15,high,6,728580.03,530,50,0.767,30,0.5,4.24,711709.39,468,68,0.649,32,1.1,4.32,677539.91,320,48,0.839,27,0.8,1.75,610389.75,357,46,0.8,10,1.6,2.12,664243.0,469,54,0.674,29,1.1,0.87,841782.11,408,65,0.816,31,0.5,3.6
NG-SME-04874,food,54,high,2,149804.01,398,139,0.558,3,1.7,2.07,163975.18,367,138,0.63,3,2.0,1.69,159729.36,388,146,0.65,3,2.3,2.19,163486.11,337,165,0.866,3,1.7,1.02,184150.31,424,176,0.565,2,1.7,0.4,206417.66,493,174,0.595,4,1.5,1.62
NG-SME-04875,transport,13,high,2,672040.21,358,108,0.99,3,2.8,0.76,802344.0,377,120,0.745,5,2.2,0.71,798425.85,296,121,0.828,4,2.3,3.08,705428.87,224,117,0.756,4,2.3,3.03,870149.73,332,129,0.864,4,1.4,0.66,840610.24,347,143,0.861,5,1.6,0.74
NG-SME-04876,retail,17,high,1,299393.32,313,146,0.741,4,1.4,3.09,303447.98,386,155,0.688,5,1.7,2.62,311990.8,342,145,0.633,6,2.3,2.13,358205.55,372,139,0.801,7,2.1,3.04,269151.88,368,106,0.684,7,2.9,2.04,404933.12,446,169,0.76,7,2.4,2.78
NG-SME-04877,services,13,high,2,645433.72,259,173,0.31,38,4.1,1.7,806597.08,287,127,0.211,41,2.9,4.58,775574.51,430,123,0.383,44,2.9,3.76,676621.03,365,160,0.329,45,3.0,1.99,853762.47,325,202,0.486,47,4.1,3.14,893426.67,451,187,0.463,41,2.3,3.27
NG-SME-04878,retail,43,high,4,995875.92,135,258,0.829,21,3.4,2.35,738053.43,116,241,0.644,14,2.7,1.91,807890.68,143,340,0.83,30,3.2,1.76,1071294.43,135,276,0.732,16,2.7,2.69,766991.2,105,264,0.505,28,2.9,1.73,677927.07,98,165,0.738,12,2.6,3.16
NG-SME-04879,services,10,medium,8,856652.78,159,166,0.437,15,0.5,4.51,931364.56,141,206,0.27,14,0.7,3.44,1112038.22,145,244,0.362,14,1.0,3.38,978437.37,203,274,0.413,20,1.7,2.3,1363998.89,247,341,0.449,14,1.4,2.28,868847.66,127,207,0.463,12,1.0,2.83
NG-SME-04880,services,20,high,6,841600.33,95,257,0.54,12,1.1,3.66,855519.72,106,246,0.43,17,1.4,4.12,796228.2,102,193,0.422,10,1.0,2.79,585953.32,76,161,0.62,10,1.3,3.02,767373.8,90,174,0.63,7,2.1,2.87,817261.64,109,245,0.219,13,0.5,1.48
NG-SME-04881,food,37,high,6,438879.58,291,101,0.636,58,3.3,1.72,516938.99,291,113,0.707,44,2.2,1.72,360262.68,187,87,0.666,45,1.7,1.17,311840.96,178,72,0.822,39,2.4,1.96,410228.41,247,72,0.692,40,2.0,2.09,391690.16,234,121,0.522,26,2.1,2.61
NG-SME-04882,food,14,high,11,252603.7,166,211,0.666,38,1.9,3.11,361826.67,159,219,0.46,40,2.0,1.24,214948.61,115,122,0.679,22,2.8,1.78,235310.98,131,156,0.571,25,2.3,2.36,305429.43,127,153,0.739,31,1.1,1.69,277787.68,127,212,0.543,20,2.1,1.53
NG-SME-04883,food,29,high,12,781262.35,449,135,0.786,15,0.8,0.72,531545.52,275,110,0.746,7,1.1,1.47,532129.43,379,123,0.772,8,1.2,2.37,650173.07,324,137,0.557,10,0.7,0.52,653352.13,399,117,0.676,12,1.3,2.51,617845.9,360,123,0.642,12,2.1,0.69
NG-SME-04884,services,74,high,6,1377587.97,141,55,0.334,23,0.5,4.67,1467814.46,123,71,0.501,27,1.2,3.03,1183284.8,118,61,0.556,17,1.2,3.7,1055181.95,131,56,0.181,21,0.8,4.11,1224241.12,115,45,0.442,16,0.5,1.62,1148797.75,156,71,0.534,26,1.6,2.52
NG-SME-04885,services,10,medium,10,407938.64,385,97,0.395,22,1.1,2.72,491593.57,486,138,0.44,28,0.5,3.63,579969.83,508,142,0.545,26,1.0,3.55,368803.73,294,90,0.399,24,1.0,3.56,384201.34,320,90,0.213,18,1.2,3.28,484455.25,364,100,0.458,31,0.6,3.15
NG-SME-04886,retail,35,high,10,499989.05,254,199,0.64,24,0.8,1.9,539188.35,247,232,0.886,20,1.2,2.18,492940.95,330,314,0.818,15,0.9,1.62,418891.06,220,264,0.787,13,0.9,3.2,447652.59,205,230,0.924,19,0.5,1.43,545712.33,296,212,0.836,15,0.5,2.03
NG-SME-04887,services,62,high,11,628641.81,413,160,0.472,52,1.9,4.46,696980.53,475,266,0.496,35,1.0,3.74,460459.39,282,161,0.507,35,0.5,2.81,561638.76,436,213,0.522,40,1.0,3.42,484010.5,466,221,0.299,44,1.3,3.43,564139.73,292,217,0.325,42,0.5,4.74
NG-SME-04888,food,89,high,3,431827.29,244,190,0.719,34,1.1,2.22,533416.89,277,161,0.636,27,1.1,3.41,465210.94,289,179,0.647,31,1.1,1.67,472683.4,385,212,0.699,44,1.0,1.85,582777.08,312,151,0.448,34,0.9,1.18,513878.74,244,181,0.743,35,1.8,1.66
NG-SME-04889,retail,41,high,1,423262.87,309,114,0.606,4,1.3,2.58,576208.81,357,189,0.806,4,1.0,2.09,644996.1,444,164,0.671,5,1.1,3.74,589304.46,350,162,0.781,6,0.9,1.98,592216.91,292,168,0.642,6,0.5,2.62,675192.49,418,150,0.691,4,1.6,2.59
NG-SME-04890,food,8,medium,4,369559.75,132,193,0.59,29,2.8,1.97,316437.02,168,162,0.486,22,3.1,2.35,439924.85,180,248,0.74,48,3.4,1.29,462363.55,212,286,0.716,36,3.9,1.92,310791.65,157,194,0.653,35,2.8,1.94,269601.61,134,181,0.774,16,2.4,3.58
NG-SME-04891,food,12,high,5,369586.78,218,168,0.75,4,2.8,2.36,533179.85,352,221,0.715,4,3.7,2.6,487181.91,365,203,0.555,10,3.3,2.06,413785.17,276,204,0.508,3,3.0,0.98,363765.51,299,196,0.425,7,3.0,2.16,426104.04,292,150,0.485,7,2.7,2.25
NG-SME-04892,retail,21,high,2,779793.83,211,124,0.659,16,3.4,2.61,669951.4,204,174,0.691,11,2.5,3.43,793455.33,190,166,0.623,17,3.1,2.74,821874.38,238,155,0.828,11,3.3,2.74,767918.81,230,168,0.93,18,3.5,1.92,834973.38,205,175,0.62,10,2.6,1.67
NG-SME-04893,retail,48,high,2,473984.98,330,63,0.78,24,1.7,2.08,416958.74,361,73,0.781,28,1.9,3.59,474742.42,294,66,0.914,25,2.3,3.28,494198.88,372,53,0.655,42,0.7,2.43,529036.81,520,71,0.805,29,1.8,0.76,623022.72,529,85,0.855,36,2.1,4.32
NG-SME-04894,retail,15,high,10,461076.28,343,147,0.622,23,1.4,2.79,665266.15,420,156,0.773,19,1.1,2.06,840512.08,379,190,0.684,26,0.5,3.15,458143.85,255,110,0.712,20,0.5,1.83,527910.95,217,97,0.971,12,0.7,2.36,669942.42,267,139,0.515,17,0.8,3.67
NG-SME-04895,food,64,high,3,202463.22,307,52,0.602,4,1.0,2.17,163203.11,372,75,0.584,3,0.5,2.35,152447.06,279,58,0.671,2,1.0,0.31,186623.7,348,75,0.79,3,1.1,1.76,251683.97,382,86,0.51,4,1.5,3.19,177972.88,299,59,0.76,2,0.5,2.63
NG-SME-04896,transport,40,high,8,432247.1,194,120,0.914,9,1.7,1.31,391503.7,221,112,0.975,6,1.8,0.62,400269.13,163,143,0.954,8,2.6,1.31,418895.96,217,174,0.661,8,1.2,1.04,617399.14,224,184,0.69,9,0.9,0.81,301848.75,167,106,0.834,4,2.3,1.67
NG-SME-04897,retail,35,high,10,458044.09,299,92,0.854,44,1.2,2.72,534010.57,429,92,0.723,51,0.5,1.93,587005.03,431,90,0.764,68,1.2,1.37,414146.1,324,79,0.709,28,2.0,2.82,376550.03,325,71,0.905,40,1.9,2.53,432492.21,427,90,0.793,41,1.6,2.64
NG-SME-04898,retail,87,high,2,585888.39,450,92,0.691,45,1.4,3.34,783870.73,410,72,0.775,35,0.5,2.72,601341.34,424,111,0.722,18,1.1,2.9,585844.37,331,101,0.687,30,1.6,1.74,860732.7,438,109,0.603,63,0.7,4.41,988907.3,500,113,0.734,49,0.9,4.46
NG-SME-04899,retail,114,high,5,359284.86,141,172,0.682,41,1.4,2.16,398099.99,161,229,0.786,54,0.8,3.41,443081.68,234,244,0.64,44,1.6,3.08,347344.51,157,238,0.773,34,0.8,3.05,308484.68,137,159,0.687,36,1.3,2.92,416155.7,154,209,0.814,47,0.5,2.7
NG-SME-04900,transport,13,high,1,290918.15,157,189,0.763,12,1.7,2.26,425738.79,233,188,0.731,14,1.1,1.17,395610.28,237,211,0.746,16,0.5,0.11,424955.3,241,234,0.838,15,0.5,0.0,384019.27,255,219,1.0,17,1.1,0.54,480592.42,351,252,0.893,17,0.6,1.26
NG-SME-04901,retail,66,high,3,529351.98,264,119,0.666,36,2.7,1.84,517089.59,249,148,0.694,30,1.5,2.44,553726.34,225,109,0.714,28,1.3,2.61,608446.05,318,152,0.691,36,2.5,1.89,500770.51,273,139,0.821,31,3.0,2.46,542336.97,277,111,0.826,19,1.8,2.66
NG-SME-04902,retail,29,high,6,757922.14,277,141,0.788,28,0.5,2.64,940372.56,242,149,0.801,41,0.6,1.99,776875.02,192,92,0.705,17,0.5,2.86,605111.31,192,90,0.691,29,0.9,1.74,734107.81,186,133,0.666,27,1.3,2.82,1018016.96,303,127,0.817,30,0.9,1.61
NG-SME-04903,transport,13,high,9,271237.41,341,61,0.829,33,0.5,0.0,304238.33,370,91,0.747,40,2.2,0.86,386150.87,359,105,0.85,46,0.6,1.46,352722.92,447,123,0.771,42,1.1,0.74,273409.67,310,54,1.0,33,0.8,0.63,293447.27,387,81,0.857,36,1.1,0.16
NG-SME-04904,services,5,low,11,1546897.42,204,229,0.463,13,1.4,3.93,1830610.01,220,231,0.32,15,0.5,4.36,744903.74,134,124,0.635,12,0.9,1.81,1259464.78,192,198,0.484,16,1.7,2.11,872676.76,159,172,0.487,14,1.8,1.67,1099453.29,213,171,0.426,13,0.8,2.53
NG-SME-04905,retail,58,high,10,407404.01,165,174,0.845,32,0.5,4.58,529815.31,199,186,0.635,60,1.0,1.68,666111.56,230,213,0.78,47,1.3,4.32,359616.18,150,140,0.734,24,1.3,2.47,378994.5,206,130,0.643,32,0.8,1.94,447085.24,166,195,0.909,38,0.5,3.2
NG-SME-04906,food,24,high,3,318844.87,325,42,0.594,45,2.0,1.11,308395.52,423,44,0.643,56,1.5,2.7,249907.06,338,52,0.66,32,1.3,1.97,369907.92,275,60,0.623,53,1.9,1.54,320181.2,425,64,0.631,53,1.7,1.09,245745.82,352,51,0.69,28,2.0,0.44
NG-SME-04907,food,95,high,12,612111.86,283,55,0.588,2,1.7,2.12,368241.65,197,53,0.618,1,1.9,0.43,384597.66,208,51,0.557,1,2.4,1.28,478017.6,229,60,0.62,2,1.5,3.35,439619.72,247,57,0.644,2,2.2,0.3,412488.5,232,43,0.712,1,2.4,1.51
NG-SME-04908,services,46,high,5,616977.56,139,40,0.63,21,2.6,3.33,708840.73,172,36,0.405,20,1.6,3.49,753927.26,220,57,0.568,27,2.3,5.27,604947.84,141,39,0.476,23,1.8,3.67,584450.37,123,37,0.303,13,3.0,2.94,560517.39,148,35,0.484,29,2.1,4.25
NG-SME-04909,services,36,high,9,840208.92,264,65,0.493,39,3.0,1.86,735555.06,323,84,0.488,28,3.0,3.09,889239.14,362,87,0.558,44,2.6,3.87,944071.81,505,80,0.492,45,3.8,3.94,579983.0,265,83,0.442,28,3.2,3.28,766086.05,345,74,0.532,39,3.0,2.96
NG-SME-04910,retail,18,high,7,922749.89,352,188,0.787,9,1.8,1.86,910145.14,331,153,0.849,12,1.7,1.51,733911.09,243,125,0.728,7,2.2,3.34,815388.31,334,130,0.471,10,2.0,1.86,1112227.41,266,136,0.791,9,2.2,2.22,1044102.57,385,159,0.973,12,2.3,1.25
NG-SME-04911,food,99,high,12,230796.22,202,137,0.608,26,1.3,2.78,169196.89,122,87,0.589,17,2.6,2.11,167043.03,167,123,0.542,12,1.9,1.45,180239.57,179,121,0.682,17,3.3,1.36,232184.28,131,143,0.714,13,1.9,2.29,206112.37,122,106,0.499,14,1.6,2.05
NG-SME-04912,services,9,medium,4,918864.16,392,223,0.295,18,2.4,2.82,818907.96,339,199,0.46,18,1.8,1.85,1529700.98,490,232,0.323,16,2.5,4.83,1250406.69,409,256,0.324,28,2.0,2.56,978233.98,497,201,0.313,15,2.5,3.35,887895.16,360,191,0.475,20,2.8,3.71
NG-SME-04913,services,158,high,2,608660.23,254,161,0.418,17,3.1,2.25,545659.08,250,154,0.374,19,2.2,3.7,885442.04,318,175,0.422,21,3.5,4.49,570986.64,239,193,0.348,17,2.6,2.65,771505.38,258,211,0.449,28,2.5,3.17,730223.44,320,242,0.369,20,3.7,2.91
NG-SME-04914,food,59,high,11,478984.51,202,82,0.807,29,2.0,1.01,500494.48,250,92,0.668,39,1.9,1.55,314230.04,148,57,0.678,18,0.6,1.93,388804.65,204,69,0.601,29,1.7,0.0,371417.51,190,75,0.715,23,1.5,1.64,413054.29,227,82,0.468,27,1.7,3.52
NG-SME-04915,retail,13,high,12,837675.16,266,309,0.805,39,0.9,3.37,428648.69,217,175,0.739,29,1.5,3.44,530665.98,197,205,0.663,29,1.3,2.32,644473.24,229,264,0.673,27,1.0,4.76,603210.12,257,168,0.698,40,0.7,2.45,541457.89,183,207,0.823,28,1.0,1.94
NG-SME-04916,retail,24,high,7,741793.75,350,115,0.753,17,1.6,1.63,586072.22,248,88,0.675,13,2.1,3.53,571552.99,227,79,0.961,16,2.9,1.16,569681.5,281,83,0.704,18,1.1,1.8,696700.06,295,104,0.577,17,2.2,1.98,887320.85,373,122,0.936,19,2.1,2.54
NG-SME-04917,retail,35,high,9,257825.04,214,134,0.755,29,2.3,2.78,358828.47,242,181,0.935,35,1.9,1.49,500044.56,294,176,0.892,54,2.1,3.52,554662.54,251,258,0.698,54,1.9,3.03,348323.46,215,154,0.752,31,1.2,2.94,355070.01,284,170,0.736,34,2.3,1.45
NG-SME-04918,retail,29,high,9,762657.0,85,62,0.946,22,0.7,2.27,792356.62,92,87,0.782,23,0.8,3.06,720609.15,125,89,0.759,13,1.1,2.36,1016083.14,133,135,0.806,32,1.2,2.15,623216.6,92,69,0.664,23,1.8,2.52,878604.37,93,84,0.831,25,0.6,3.9
NG-SME-04919,retail,61,high,3,517995.82,315,206,0.799,19,1.3,2.16,549635.83,381,194,0.598,12,1.3,4.18,448481.59,338,174,0.658,15,0.6,2.39,579728.05,375,262,0.818,15,1.6,2.79,656843.78,432,252,0.741,19,1.0,1.49,485843.08,293,186,0.959,15,1.1,3.24
NG-SME-04920,retail,46,high,5,630500.83,213,139,0.632,18,1.9,1.65,928976.6,267,146,0.832,20,2.0,3.22,736261.68,261,146,0.61,21,1.9,3.07,613518.24,199,185,0.679,15,1.2,2.82,634331.09,172,119,0.732,14,2.7,2.19,670531.07,232,167,0.734,7,1.6,2.53
NG-SME-04921,retail,210,high,2,474924.19,309,107,0.768,25,3.1,3.4,530656.99,252,108,0.885,25,2.0,2.7,605803.88,286,88,0.728,32,3.2,1.59,512620.7,290,86,0.761,29,2.6,1.17,590004.3,308,117,0.729,21,3.1,1.76,593890.72,376,99,0.686,33,4.0,1.87
NG-SME-04922,retail,89,high,6,819416.35,201,130,0.947,50,2.8,3.6,751776.98,170,118,0.682,44,2.2,3.37,609275.33,168,98,0.675,32,0.7,1.92,552340.07,124,112,0.62,36,2.0,3.36,644328.17,132,123,0.643,27,2.2,2.9,754063.06,166,84,0.889,60,1.8,1.82
NG-SME-04923,services,30,high,1,544302.6,86,68,0.323,12,1.2,3.64,722669.87,121,67,0.522,18,1.6,1.59,660986.49,99,84,0.408,28,0.5,1.3,852035.48,91,90,0.446,19,1.1,2.38,700831.04,108,91,0.52,20,0.9,3.16,810553.14,126,92,0.258,29,0.5,1.71
NG-SME-04924,food,21,high,1,410065.74,58,155,0.629,9,1.2,2.71,545124.75,79,174,0.68,12,0.6,1.82,507552.67,82,162,0.574,12,0.5,3.6,527110.89,109,179,0.677,12,0.7,1.91,659597.18,79,107,0.721,9,1.2,1.42,631054.72,128,230,0.628,13,1.2,1.83
NG-SME-04925,food,70,high,6,759345.9,355,241,0.777,32,3.1,1.68,742499.45,321,243,0.807,38,3.2,3.91,519913.86,268,190,0.555,29,3.0,1.31,509375.14,253,185,0.545,15,3.5,0.0,555911.65,367,216,0.645,30,3.2,1.98,597000.91,343,246,0.598,28,3.1,1.6
NG-SME-04926,retail,13,high,4,294923.55,306,238,0.823,4,0.5,1.98,294770.98,286,230,0.821,4,1.3,2.25,390890.78,397,173,0.734,3,0.7,4.11,288011.38,393,270,0.669,3,0.6,1.38,307443.99,283,231,0.788,4,1.0,2.71,284551.67,286,214,0.805,3,0.5,2.15
NG-SME-04927,retail,21,high,10,491620.91,288,249,0.842,25,1.5,2.12,553315.38,436,279,0.836,32,2.0,1.19,650099.66,428,337,0.897,45,1.5,0.92,413859.07,342,210,0.911,30,1.7,1.19,452470.74,429,240,0.873,29,2.4,2.53,556418.56,376,279,0.613,21,2.1,2.48
NG-SME-04928,food,50,high,10,465046.3,378,57,0.406,22,3.0,1.12,548734.02,354,83,0.569,27,3.0,2.11,475652.66,372,86,0.652,27,3.2,1.35,418376.62,284,50,0.569,18,4.0,0.91,448957.81,345,61,0.568,21,3.2,2.76,491717.32,272,80,0.641,28,2.6,1.45
NG-SME-04929,food,38,high,2,294158.95,319,224,0.676,10,1.0,3.52,360447.2,297,193,0.686,11,2.1,1.18,340107.11,305,255,0.496,10,1.7,0.8,323260.37,258,197,0.59,11,1.1,1.58,422457.56,324,218,0.663,11,0.7,2.29,432313.26,347,267,0.599,16,0.5,2.49
NG-SME-04930,food,10,medium,7,756352.92,516,56,0.471,10,1.4,2.26,601007.39,275,46,0.677,5,0.5,0.59,546570.43,311,39,0.667,7,1.9,1.14,468388.12,345,41,0.488,6,0.8,2.41,760312.08,419,52,0.61,5,1.1,2.67,587606.4,463,53,0.813,6,1.3,2.35
NG-SME-04931,retail,68,high,2,322952.31,221,238,0.622,16,3.3,3.68,273688.4,221,261,0.7,16,2.9,2.27,233249.83,275,290,0.732,21,3.1,2.8,275871.88,223,293,0.606,13,1.7,2.33,394995.9,258,284,0.767,6,4.3,4.34,350694.11,240,367,0.686,14,2.7,3.61
NG-SME-04932,services,10,medium,11,635645.03,237,141,0.248,37,0.5,4.35,649888.64,246,176,0.441,34,2.1,3.79,421273.79,205,107,0.666,34,2.3,2.78,406108.15,236,82,0.502,32,3.0,3.14,501433.28,220,111,0.628,41,1.0,2.8,468908.43,254,155,0.573,51,1.8,4.18
